Code Size (B),Execution Time (µs),Memory Usage (KB)
7401,16797,29664
4398,10936,29088
87,246,24480
1474,2111,25920
391,449,24768
1417,2631,26496
1733,1939,26208
2020,2030,26496
309,342,24192
1805,1749,26496
4510,5716,27936
2471,2032,25632
832,964,25344
12536,18493,31680
533,443,24192
351,369,24480
3848,8079,27648
9911,15317,30816
1265,2329,25632
2964,4012,27360
675,457,24480
547,428,24480
5338,4212,26784
1128,971,24480
924,578,24480
1975,3477,27072
4585,6018,27936
2294,3336,25920
539,1235,25056
4196,8159,28512
1525,2198,26208
4107,4609,26784
2066,3629,26784
11944,19100,31680
367,401,24480
8674,20787,30816
1598,1806,26496
8498,12775,29952
946,574,25056
2586,5966,27072
11032,20755,31392
45646,72350,42624
536,407,24480
87,498,23904
3400,3456,26208
1196,1112,25920
235,362,24192
1283,581,24768
356,470,24192
298,333,24192
2702,6598,27936
2047,4314,26784
2133,2114,26496
230,374,24480
8789,16701,30240
1004,546,24480
7705,11905,28512
8208,16296,30816
783,444,24480
2610,2139,26208
3797,3391,25632
9676,17609,30528
159,295,24192
474,1055,25632
1034,521,24480
426,397,24768
87,369,23904
3737,6729,27936
183,731,25632
7026,13970,28800
1804,1312,24480
1155,590,24480
1429,621,24192
745,1207,25920
7563,8007,28800
1054,919,25344
3770,5521,27648
915,491,25056
1795,1747,25632
7052,13673,29376
359,366,24192
5807,11031,29088
6052,9635,28800
12891,18223,30240
5884,9485,29088
629,410,24480
3167,3365,26496
7829,14055,29376
315,337,24480
930,1869,26208
344,355,24480
6308,7946,27936
4998,9029,28224
2846,6736,27648
534,648,24480
904,1252,25920
355,345,23904
1124,656,24192
7290,14311,29376
406,381,24768
2380,1988,26208
4378,3791,27072
1175,1895,26208
493,714,24192
2789,6687,27936
3326,4942,27072
427,2135,25632
28652,52207,38304
1094,549,24768
528,477,24768
87,226,24192
1248,786,25056
1375,1763,25920
87,317,23904
424,501,24480
4856,4042,27648
3358,7625,28224
1083,1634,25632
2706,5443,27360
3481,6360,28512
447,410,24480
167,313,24480
191,314,24480
631,847,24768
321,398,23904
294,371,24480
689,434,24480
295,345,24480
1459,730,25056
3446,1940,25632
431,534,24480
2984,3889,27072
12953,27636,32832
3992,7157,27936
1731,1745,25632
3933,5487,27936
481,603,24768
2121,3459,25632
278,403,24768
1352,1370,25632
6756,11089,28512
1507,2024,25920
5510,5935,28224
87,228,23904
1018,777,24192
2879,4678,27360
1760,2139,26496
779,976,25632
9786,11293,29376
1543,2034,25920
781,630,24480
573,1557,25920
15645,31429,33120
3067,4475,27648
2417,2817,26496
9068,22278,30528
142,288,24480
2401,1650,25920
4683,8536,29376
5770,14714,28800
2861,6244,27648
854,1121,24768
549,447,24768
10233,16207,29952
434,1707,25920
3656,5258,26784
1801,1985,26208
370,1040,25632
2689,3750,27360
2128,2670,26496
791,2047,25632
1625,608,24192
1189,1829,26208
3067,2598,26784
377,334,24480
183,284,24480
1826,2328,26208
497,605,25056
247,555,25056
1354,670,25056
4531,5978,27936
20937,24459,31680
307,370,24768
2113,1547,25632
3143,1707,25344
3508,6075,26784
144,281,24192
3784,2353,26208
281,399,23904
3504,4992,27072
509,1206,24192
2626,4194,27072
3031,2119,26496
2452,4377,25920
1400,911,25056
392,1021,25632
1281,1461,25920
681,893,25632
764,1768,25920
842,568,23616
1738,1976,25920
7877,16848,29664
1922,2393,26208
1312,944,24480
4571,7123,27648
6164,10351,29376
1652,1397,25344
401,707,24768
7147,15779,30240
3575,5302,27360
423,403,24768
605,487,24480
459,457,24480
1547,1377,25344
801,737,25632
9348,14330,29952
8413,10358,29376
710,1452,25920
1291,1402,25632
6762,12772,29952
1187,1053,25344
1064,1914,25632
2505,2659,26208
6011,9926,29376
783,697,25056
602,446,24192
432,1018,25920
1595,3253,27072
1114,1480,26208
717,1450,25632
7650,14483,29664
1005,596,24768
7371,14096,28800
1897,1838,26208
87,290,24192
601,454,24480
1317,703,24480
175,284,24192
1749,647,23904
17754,30490,34560
547,364,24768
3746,6954,28224
5219,7793,28512
496,399,24480
5577,6954,27936
471,1069,25344
1975,2567,26496
2658,6855,28224
931,1329,25920
17860,32594,34560
8482,9846,28224
982,589,24480
4915,13028,28800
283,352,24192
407,958,25344
1116,769,24480
777,1681,25632
1789,2717,26784
181,276,24192
913,777,25632
87,234,23904
1355,2554,26784
275,510,24768
1001,565,24768
1962,5601,27936
351,971,25344
414,375,24192
628,1399,25056
882,1211,25344
2983,3683,26784
1284,880,25344
379,447,24192
1326,2471,26496
1896,5520,27360
32885,54033,39168
3216,6801,27648
417,359,24768
87,443,24192
1116,925,25344
4028,5171,26496
142,331,24480
7112,12843,29664
1229,1660,25920
742,470,24768
769,633,25056
1003,523,24192
269,405,23904
3329,5194,27648
5541,8020,28512
5506,9153,28512
893,655,24192
720,597,24480
10104,11952,29952
7603,16313,30240
944,2231,26208
4013,10986,28800
5342,8883,29088
2539,1189,25056
10991,26456,32832
2571,1722,25344
1006,2063,25920
467,1411,25632
848,552,24480
1852,3502,26496
2523,1742,25920
3730,7114,27936
5428,11753,28512
3756,5850,27648
1200,1496,25632
575,952,25632
797,1163,25344
1568,1130,25920
2750,6400,28224
31569,69386,39744
4365,5821,27936
9709,13486,29952
402,1010,25632
1389,733,24768
1314,783,25632
920,474,24480
1209,1182,25344
4553,8967,27648
766,872,24480
171,748,24480
349,392,24192
1569,2213,25920
891,559,24480
453,878,23904
159,295,23904
2707,2484,26208
658,395,23904
146,844,23904
238,306,24480
315,335,24768
1205,2445,25920
5192,7964,28224
3043,3022,26496
1135,825,25056
153,375,24192
477,1014,24480
3689,8117,26784
2090,6675,26784
357,343,24480
1625,631,24480
1942,2106,26496
577,625,25056
10015,16398,30816
787,1033,25632
207,377,24192
6964,15218,29088
953,662,24192
547,404,23616
513,366,24480
1817,2036,25632
826,731,23904
5438,9829,28512
4242,6985,27936
4481,6428,27936
481,1060,25920
10176,15254,30528
2553,6645,26208
3735,3650,26496
3525,4043,26496
2262,5773,25920
309,335,24192
776,913,25056
273,362,24480
2387,4290,27072
6895,9841,29376
837,721,23904
378,616,24480
652,485,24192
2988,6232,27648
770,958,25344
771,1820,25632
5512,11464,29088
1335,592,24192
6413,12377,29376
10400,11696,29952
87,248,23904
11564,18183,31392
3651,4619,27360
5768,15607,30528
1900,3256,26208
705,1311,25920
10729,13689,30240
1417,1420,25632
923,868,25632
87,248,24192
9990,15485,30528
638,1351,25920
2156,2731,26208
2147,2591,26496
660,503,24480
731,1114,25920
4768,6096,27648
4371,2984,26784
1936,1920,26208
87,801,23904
1568,1171,25920
1044,1003,25632
378,466,24768
1923,1936,25920
4755,8323,28800
3132,2059,26208
647,596,24192
744,1685,25632
87,384,23904
5762,7684,28224
243,333,24768
2357,3432,26784
710,656,25056
19357,29438,34272
521,939,25632
3153,1951,26784
5173,11323,29088
199,893,25344
3333,5701,27936
6701,16444,30816
2096,1630,25632
87,262,23904
10111,15431,30240
1221,1854,25920
1570,789,24480
2008,3272,25920
393,336,24192
2458,2262,26496
537,411,24192
5446,11998,29376
5214,7697,28800
249,788,24192
420,401,24480
562,773,24192
810,459,24768
5397,4617,27360
3125,3721,26496
4257,7193,28512
257,300,24480
290,644,25344
875,2356,26208
2476,3052,26496
1523,1546,25920
738,769,25344
5484,6908,27936
2256,3982,27360
1496,2045,25920
9298,10827,29088
749,1786,25920
258,317,24480
400,376,24768
2918,6525,28224
2995,6238,27936
2291,1940,26496
981,1852,25920
4307,7117,28224
422,1818,26208
1958,3818,27360
1894,2247,25920
677,869,25344
2257,3181,27072
19643,36183,35136
11069,14357,29952
1839,1861,24768
4190,9774,29088
332,376,24480
867,2226,25920
1054,1929,25632
893,467,24480
8365,14406,30528
597,1346,24480
6833,13009,29952
4548,8542,28512
31636,36913,36288
452,322,24192
1676,2464,26496
772,1176,25344
1053,1261,25056
3118,3027,27072
4658,6695,28512
87,335,23904
1059,1230,25632
515,481,24480
207,718,25056
440,518,24480
795,1726,25920
684,870,24192
1960,4333,27072
1735,1006,24480
87,283,24192
706,502,24480
1582,1814,25920
87,349,23904
848,446,24768
87,304,24192
5081,8472,28800
367,943,25632
1564,2343,26496
2285,2261,26208
648,939,25632
613,412,24480
4414,9569,29376
4433,4878,27936
1347,1655,25920
637,448,24480
1364,1042,25344
506,441,24192
142,347,24192
746,528,24480
325,433,24192
6357,5194,27360
10163,18148,30816
600,2194,25344
1481,2482,25632
5082,8287,28512
1462,1930,25056
2807,2606,26208
869,1275,25632
631,511,24768
229,976,24192
915,2104,26208
818,1026,25344
2520,2646,25632
2372,2270,25920
227,308,24480
696,676,24768
2008,1837,25920
10224,19556,31680
2455,4474,27936
858,550,24480
251,335,24480
282,428,23904
11769,11687,29376
1620,1183,26208
4081,10901,28800
2491,2936,26496
871,875,25920
475,946,25344
429,1080,25920
6263,5437,27360
456,443,24192
2690,2912,25920
1033,2413,25632
1367,1415,25632
910,428,24192
466,407,24192
667,1051,25344
7924,14541,29952
87,238,24480
4405,3926,27072
12360,18961,31392
309,339,23904
486,452,24480
385,427,24192
829,1766,25632
1129,1065,25632
646,1486,25056
1574,4074,26496
2696,2864,26784
655,581,24480
887,2455,25632
3338,5025,27072
6501,8072,27936
6168,6838,27936
2642,4815,27360
379,530,24192
9723,20320,31680
4390,6007,27648
87,229,24192
477,513,24480
4471,7320,27648
6246,10699,28800
3467,6424,28224
1057,469,24480
1782,745,24480
1306,793,25056
3013,5401,27072
1766,2345,25920
683,1831,25632
348,674,24768
3476,4494,27648
339,894,25632
167,325,24480
901,713,24768
87,277,24480
183,339,23904
3064,5536,27936
347,364,24480
254,345,24192
5111,16522,29664
87,311,24480
12876,21926,32256
13719,22553,31680
348,335,23904
1141,1477,25344
513,429,24192
7468,12955,29376
362,353,24480
792,629,24480
1637,674,24480
7442,17554,29376
87,292,24192
26840,40169,35424
2173,7429,28224
276,335,24480
1307,3035,26208
16131,17006,31104
1265,1960,25920
251,360,24480
2602,5680,27936
287,303,24480
336,361,24768
4390,14711,29376
498,442,24480
1245,2008,26496
10358,21265,32256
1322,1871,25920
4330,6721,28224
693,456,24480
521,1590,25920
978,751,25344
553,781,25056
2286,2605,26496
2217,8837,27360
87,239,23904
594,905,25920
5434,9870,29088
1336,905,25632
237,306,24192
3027,3322,26784
627,434,24480
13116,21996,31680
3909,11238,29664
15056,21654,31104
1094,590,24768
1183,1010,25632
9875,24900,33408
1413,2554,26496
261,325,24480
161,345,24480
2272,2482,26496
8277,15321,30816
7617,11181,29952
2533,4729,27360
3336,6089,27072
1978,2632,24768
1853,4782,27360
1236,4378,27072
1166,1926,25632
3289,4608,27360
760,1087,25632
1496,2642,26496
322,895,24192
547,404,24768
1715,2035,26784
2963,1968,24768
1532,2515,25344
1862,2343,26208
2070,4065,27072
1871,5718,26496
474,486,24480
3396,11406,28224
1274,1008,25344
500,1006,25920
1675,1258,25632
1193,1512,25344
3092,2460,26208
450,741,25056
1397,2328,25632
5183,7380,28224
1590,1222,24192
1230,1596,25056
1031,543,24480
465,398,24192
3470,7410,27936
1710,3903,27360
874,474,24480
5217,7550,27936
913,1364,25920
320,325,24480
976,1730,25920
619,417,24192
1272,1155,25920
411,1394,25632
579,552,24480
1380,826,24480
1782,1955,25920
774,873,24768
458,538,24480
13979,20519,31392
6652,12002,29952
3370,5856,27360
14081,18674,31680
5774,7147,27648
6230,7979,28224
9911,24225,31968
3588,5716,28224
3585,3596,26496
4954,8898,28800
159,292,24480
1356,1848,25920
881,1241,26208
1211,1030,25632
3485,6424,28224
771,701,25344
536,991,25920
213,812,25344
1738,4094,25920
6660,12390,29664
8004,14989,30528
1797,967,25344
2888,2562,25920
6730,11803,28512
7494,11130,29376
3855,4895,27648
734,1087,25632
426,788,25344
8948,12685,29664
320,356,24480
2589,4591,27360
359,418,24480
974,443,24192
15641,29677,33408
220,427,24192
1284,1503,24768
2458,1953,25632
516,847,25920
2501,1884,26208
237,604,24480
147,285,24192
1902,1831,25920
1898,1459,26208
1835,1671,26208
2962,5552,27360
1010,585,24768
1630,881,24768
625,1041,25920
792,607,24192
721,411,24480
2994,3837,26496
2306,1987,25920
1294,1580,26208
443,1129,25344
1797,3136,26496
2034,1510,25632
825,1601,26208
2050,3295,26208
695,1044,25920
1241,1496,25920
823,2045,26208
532,1021,25344
383,578,23904
640,2910,25344
1659,686,25056
6990,15732,29664
1722,1921,26208
8470,16245,28224
793,507,23904
4542,6185,27936
210,839,25344
864,594,24480
1517,1133,25632
1200,2414,25920
1334,1146,25632
272,480,23904
4767,8887,29088
1067,491,24480
1070,664,24768
395,1157,25344
618,808,24192
2578,3936,26208
3018,4529,27360
2094,4167,27072
4444,6232,27648
3497,5596,27648
1711,2167,25632
2761,2563,26784
364,1511,25632
5864,9889,29088
3238,9778,29088
10575,20566,30816
8810,12903,30240
770,1499,26208
214,413,24768
865,1048,25632
6081,15629,30240
702,435,24192
609,1413,25920
565,2035,25632
406,657,25056
790,486,24480
3097,2799,25920
775,1575,25920
1403,1518,24480
2632,4376,27072
784,657,24768
412,793,23904
1025,2781,26784
2396,3495,27360
1931,2787,26496
2882,4224,27072
7085,15819,30240
1184,1331,25920
2468,7090,26784
2081,1897,25344
475,396,24192
220,348,24768
12988,23119,32832
1015,886,25056
1863,3532,25920
849,1493,25920
393,421,24192
3103,4518,27648
245,301,24480
335,1377,25632
944,437,24480
804,532,24480
9598,15439,30528
277,460,24480
8556,6828,27648
965,1609,25056
9967,19672,30240
249,322,24192
717,955,25920
267,337,24480
2681,3861,27072
1496,878,23904
1496,2240,25056
323,1375,25920
903,1071,24768
3504,5882,27936
2618,4307,27072
783,478,24480
2169,4419,27072
4829,8776,27936
1813,3874,25632
625,509,24480
2383,5503,27360
593,537,24192
3882,3212,26784
637,2314,25920
2492,6090,27360
784,3152,25056
2339,2629,26496
609,466,24480
2587,4022,26496
1060,2542,25920
3529,5270,26784
3898,8091,28512
5848,6890,28512
1394,1817,25920
776,640,25056
1852,1761,25344
480,436,24768
348,852,25632
619,484,24768
1211,3949,25632
1509,1107,25632
338,347,24192
339,388,24480
4826,9936,27936
6442,10048,28800
1357,1248,25056
2500,2311,26208
4408,6962,27936
14301,26134,32832
1143,894,25632
2106,3203,26784
316,947,25632
666,503,24192
1042,701,25056
186,336,24480
993,1519,25920
395,341,24480
7201,15407,29664
7672,12952,29952
800,552,24192
1628,2993,26208
1260,1251,25920
1803,4977,27072
257,332,24192
1214,1615,25056
4619,2743,26496
1788,4149,27072
2392,5432,27648
22143,33753,35424
560,441,24192
1005,1192,24192
519,1134,25344
272,394,24480
5127,5465,27936
490,1703,25632
779,509,24480
751,1831,25920
3531,8318,28512
782,1708,26208
8989,15738,30528
13738,18202,31392
5892,10814,28800
191,399,23904
1418,2394,26208
1310,2481,26496
654,493,24192
361,945,25344
11617,13273,29952
2649,3097,26496
7616,12855,29376
7437,12559,29376
599,928,25632
590,446,24480
4388,6515,28224
309,438,24192
447,843,24192
501,699,25056
911,1039,25920
1979,1627,26496
1669,1018,24480
1553,681,24480
2516,4303,27360
1159,1785,25920
180,372,24192
2660,2406,26496
2066,1802,25920
1378,1960,25920
399,1088,25056
3534,4527,27648
3622,2981,26784
5077,4933,27936
474,474,24192
5636,9762,28224
1332,622,24768
486,552,25056
1926,1373,25920
1563,888,25056
2220,3661,27360
7673,12554,29088
9138,13727,29088
976,616,24480
87,256,23904
4749,6702,27936
259,306,24192
163,282,24480
1183,1681,26208
574,391,24480
227,310,24192
87,350,23904
34939,48333,36000
1279,1531,25920
1150,1746,25920
13825,28969,30816
1003,1673,25920
2229,4147,26496
2090,4163,26784
12840,24416,32256
1785,907,25632
1782,1591,25344
7395,10748,29088
1674,1244,25920
780,1036,25632
2628,4920,26496
3148,2275,26496
9329,13372,29664
1282,750,24768
1498,806,24480
312,363,24480
717,2405,25920
167,289,24768
1252,1389,25920
452,492,24192
807,1780,26208
7206,17071,29952
1719,3174,26496
9321,8641,28800
1797,1873,26208
2205,3451,26208
2753,6680,27936
539,578,24768
1263,4251,25632
1867,2327,26208
994,1849,25632
1521,2869,26208
421,381,24480
14275,18461,30528
523,343,24192
1076,1559,24480
1496,748,25056
14497,24562,33408
1246,1933,26208
87,234,23616
5276,7903,27936
12410,21338,30816
405,816,25632
87,361,23904
1335,1540,25920
173,394,24480
1677,1606,25632
4974,6609,27072
1135,1307,24768
766,565,24768
477,360,24480
11996,19837,30240
611,773,25920
383,917,25056
396,480,24192
9180,13443,29952
4179,9598,28512
10998,19977,31104
650,488,24192
2167,3652,26784
854,1602,25632
541,1735,25920
12531,19192,31968
9891,15547,30816
599,368,24480
1338,1535,25632
990,758,24768
630,480,24192
1350,2323,25920
521,590,24192
633,1386,25632
9908,18776,31680
2864,3105,26496
2136,3297,26496
141,329,24192
1186,1212,25920
87,238,24192
8592,15792,29952
2500,2363,26208
853,2054,26208
2557,2152,25632
574,1151,25632
2184,4352,27072
577,429,24768
3454,7205,27648
1244,1105,25632
1413,1215,25344
340,469,24480
6755,7909,28512
4905,9993,29664
87,231,23904
1857,4435,27360
87,307,23904
310,1066,25920
8324,11701,29088
365,731,25632
1023,1678,26208
553,414,23904
2917,10420,27360
825,1293,25632
187,729,25344
722,554,24480
1122,3304,25920
309,767,24192
862,2246,25920
9395,18584,31104
2880,5140,27360
5020,7840,28512
1800,2748,26496
1800,1231,25920
8969,15085,29664
729,932,25920
509,821,25056
452,545,25056
826,419,24192
87,571,23904
299,362,24480
2025,2509,25920
5908,13853,29664
4307,6101,27648
6760,11510,29952
521,666,25920
87,247,23904
372,982,25920
2184,3003,26496
1426,1335,25632
1564,3274,26208
1873,2298,26496
8282,13530,29952
1921,696,24480
816,1597,25920
1686,3781,25920
3918,6624,27648
247,351,24192
805,544,24192
3710,8134,27648
9212,21216,30528
9429,12988,29952
1318,1854,26496
1345,1278,25344
393,439,23904
849,594,24480
2499,4095,25920
3261,4326,27648
157,280,24192
372,571,23904
5110,8705,29088
841,769,24192
2078,1800,26208
87,310,23616
3612,3407,26784
438,426,24192
25265,30401,31968
788,1615,25920
3997,7188,28800
1302,2550,25920
2290,2051,26208
165,342,24480
87,231,23904
506,1275,25344
1097,913,25632
2152,2408,26496
5577,6484,27360
161,341,24480
2587,2558,26496
1391,924,24480
3869,5487,27648
6069,8936,27936
549,1533,25632
728,439,24480
544,2864,25344
733,822,25632
615,607,24192
5381,3723,27072
5257,7086,28224
3355,4790,26784
929,1236,25920
1629,1386,26208
1083,2434,25632
1071,1558,26208
622,454,24480
1153,1159,25920
416,1547,25920
258,629,24192
845,1539,26496
1868,3569,27072
1143,1383,25920
12096,27692,32256
241,335,24192
1980,2632,25920
720,1133,25344
546,879,25632
975,1838,25632
8484,9386,29376
2703,2018,26496
5528,8375,28512
674,417,24192
2414,1831,25920
1648,1786,25920
870,510,24480
1833,2211,25920
3405,2605,26496
1136,482,24192
138,278,24192
518,471,24192
2249,3257,25632
973,991,24480
1652,2171,25920
9589,16597,29952
5560,9154,28512
5675,10277,28512
1733,911,24480
869,1762,25344
13625,21952,31968
1398,1813,25920
1550,793,25056
315,302,24768
1606,2502,26496
6240,8435,28512
1444,1707,25920
522,646,24480
1559,2587,26208
4251,8053,28224
5820,8811,28800
230,842,25632
640,615,24768
432,449,23904
87,232,24192
991,523,24480
6791,10067,28800
1518,701,24768
247,871,24192
1760,1912,26208
6376,8924,28512
482,1794,25344
87,356,24480
1106,1402,25920
842,1311,24192
692,2082,26208
970,1133,25920
438,1267,25632
1141,1161,25344
2017,1811,26208
918,631,25056
1189,623,24768
2143,2033,26208
1977,758,24480
4567,5408,27072
233,293,23904
528,898,25920
5183,4396,27360
1577,2040,25920
3445,5494,27360
399,344,24480
1269,1724,26208
335,1151,24192
1420,1549,25632
1435,814,24480
3186,2024,25632
8226,12829,30240
1790,2991,26784
6303,12626,29376
1810,2837,26496
1832,3552,25920
2512,6697,27936
87,267,23904
888,1875,25920
1250,1070,25920
782,830,25056
748,1982,25632
2439,5583,27072
674,1224,25344
1156,1668,25920
11182,28398,32256
5813,7733,27936
2630,3672,26496
609,1474,25920
884,1114,25632
2105,1988,26208
9622,19050,31104
1165,1615,25344
2244,3350,27360
2933,4151,26496
264,342,24480
